time,x,y,z,gx,gy,gz,hit
1729914712.320986,-0.0026248544454574585,-0.010997295379638672,-0.05793493986129761,0.5463019013404846,0.3178289830684662,-0.8054702877998352,false
1729914712.340884,-0.01455436646938324,-0.13282448053359985,-0.05258435010910034,-0.020561471581459045,0.47171643376350403,-0.7300271987915039,false
1729914712.360623,-0.025644317269325256,-0.054206788539886475,-0.08731603622436523,-0.22210998833179474,0.6061529517173767,-0.7544472813606262,false
1729914712.380372,-0.07043273746967316,0.097770094871521,-0.06846946477890015,-0.1412903517484665,0.8202018737792969,-0.7122662663459778,false
1729914712.400466,-0.09947311878204346,0.05935347080230713,-0.09155452251434326,-0.5171840786933899,1.0870178937911987,-0.9153544306755066,false
1729914712.420337,-0.1297094225883484,-0.1527646780014038,-0.1340954303741455,-1.0608165264129639,1.3361703157424927,-0.81131911277771,false
1729914712.440085,-0.06055550277233124,-0.09449887275695801,-0.13874179124832153,-1.1870142221450806,1.5165839195251465,-0.9492833614349365,false
1729914712.460237,-0.07030761241912842,-0.12352722883224487,-0.1969228982925415,-0.476627916097641,1.6641534566879272,-1.0404223203659058,false
1729914712.480073,-0.02553059160709381,-0.023978590965270996,-0.1479066014289856,0.31877604126930237,1.4794028997421265,-1.3076423406600952,false
1729914712.499926,0.0503983199596405,-0.15509182214736938,0.015567302703857422,1.20724356174469,1.3040589094161987,-1.4702836275100708,false
1729914712.520194,0.031594276428222656,-0.11325192451477051,0.13225096464157104,0.5903893113136292,0.9590668082237244,-1.7068922519683838,false
1729914712.539861,0.08074495196342468,-0.2996782660484314,0.2137058973312378,-2.127429723739624,0.9414986371994019,-1.385809302330017,false
1729914712.559591,0.00443345308303833,-0.317907452583313,0.14235615730285645,-4.608903884887695,1.14750337600708,-0.9337033629417419,false
1729914712.579668,-0.044292062520980835,0.18171149492263794,0.05447804927825928,-3.70212721824646,1.0703591108322144,-0.6974170207977295,false
1729914712.599468,0.05810505151748657,0.548406720161438,-0.0638728141784668,-1.4324404001235962,0.7801129221916199,-0.3847763240337372,false
1729914712.6194959,0.06684446334838867,0.46423953771591187,-0.03761100769042969,-0.5147781372070312,0.6849550604820251,-0.2915814220905304,false
1729914712.639596,0.006155461072921753,0.23701363801956177,0.09614008665084839,-0.25118809938430786,0.6411940455436707,-0.36098870635032654,false
1729914712.659358,0.023131519556045532,0.04936939477920532,0.23656070232391357,-0.24209485948085785,0.49683210253715515,-0.465146005153656,false
1729914712.679095,0.04468545317649841,-0.08934444189071655,0.33671116828918457,-0.7969155311584473,0.38678476214408875,-0.5461087226867676,false
1729914712.6988912,-0.008012324571609497,-0.14064550399780273,0.3469892740249634,-1.06271231174469,0.202345073223114,-0.5164728164672852,false
1729914712.718943,0.025105714797973633,-0.10821866989135742,0.2744823694229126,-1.5355138778686523,0.004765082150697708,-0.334274023771286,false
1729914712.738659,-0.010249048471450806,0.047365665435791016,0.2626977264881134,-1.3870158195495605,-0.07255427539348602,-0.17408673465251923,false
1729914712.758647,-0.0586283802986145,0.24447017908096313,0.14631855487823486,-0.5576356053352356,-0.21147269010543823,-0.05326737463474274,false
1729914712.778657,0.0024900436401367188,0.3108689785003662,-0.022855252027511597,0.8525756001472473,-0.9381778836250305,-0.030343681573867798,false
1729914712.798335,0.08999572694301605,0.41763657331466675,-0.25430235266685486,0.9156116247177124,-0.4415709376335144,0.00499406922608614,false
1729914712.818315,-0.10083822906017303,0.09736412763595581,-0.1659097671508789,0.48018500208854675,0.2044857144355774,0.6580626964569092,false
1729914712.8381839,-0.020992934703826904,-0.086514413356781,0.0035247802734375,0.23355449736118317,-0.03877360373735428,0.16469211876392365,false
1729914712.858129,0.05785822868347168,-0.21285754442214966,0.12097203731536865,0.2666265368461609,-0.20980894565582275,-0.10077523440122604,false
1729914712.878439,0.046084120869636536,-0.18540364503860474,0.03144943714141846,0.9006359577178955,-0.40194836258888245,-0.4180077910423279,false
1729914712.898658,0.043462783098220825,-0.04870915412902832,-0.17628753185272217,1.4237275123596191,-0.4735315144062042,-0.7427999377250671,false
1729914712.918082,-0.04664655029773712,0.0133705735206604,-0.17328011989593506,0.7900238633155823,-0.07365908473730087,-0.12199556827545166,false
1729914712.937971,-0.016010284423828125,-0.0669904351234436,-0.03851109743118286,0.5209600925445557,-0.25860756635665894,-0.019926726818084717,false
1729914712.9580622,0.06532454490661621,-0.03196483850479126,0.02691251039505005,0.30405062437057495,-0.6851693987846375,-0.165249302983284,false
1729914712.977809,0.08451968431472778,-0.003761470317840576,0.03161287307739258,0.40337398648262024,-0.824580192565918,-0.15582597255706787,false
1729914712.997674,0.040476247668266296,0.12298136949539185,0.051315486431121826,0.8962477445602417,-0.7172455787658691,-0.23610669374465942,false
1729914713.017747,0.020480647683143616,0.1755521297454834,0.08730858564376831,1.448681116104126,-0.6651257872581482,-0.2618964910507202,false
1729914713.037297,0.021649643778800964,0.23494327068328857,0.18180102109909058,0.8103300333023071,-0.25063806772232056,-1.8648205995559692,false
1729914713.057307,-0.38153964281082153,-0.08460843563079834,0.421353816986084,-0.33831140398979187,-0.19414469599723816,-0.5376423001289368,false
1729914713.0771441,0.2085036337375641,-0.10138672590255737,0.3436530828475952,-1.3269290924072266,-0.5184849500656128,-0.24113447964191437,false
1729914713.0969648,0.0908769965171814,-0.1721377968788147,0.3089456558227539,-1.5771980285644531,-0.9635998606681824,-0.5305982232093811,false
1729914713.1170669,-0.05035591498017311,0.04977715015411377,0.2228473424911499,-1.4284650087356567,-1.1782045364379883,-0.7900462746620178,false
1729914713.136826,-0.016543714329600334,-0.07905524969100952,0.07395851612091064,-1.7143173217773438,-1.1298186779022217,-0.7195867896080017,false
1729914713.1569571,-0.08269350975751877,-0.17287975549697876,0.006226003170013428,-1.3826760053634644,-0.9370002150535583,-0.7798229455947876,false
1729914713.17691,0.005835831165313721,-0.06437069177627563,-0.043589115142822266,-1.0082648992538452,-0.795807957649231,-0.9717681407928467,false
1729914713.196887,0.04365847259759903,-0.18066716194152832,-0.0953555703163147,-1.2390469312667847,-0.68929123878479,-1.0289864540100098,false
1729914713.217144,0.11076924949884415,-0.29512619972229004,-0.15604472160339355,-1.2804590463638306,-0.5695000886917114,-1.0596998929977417,false
1729914713.236733,0.15927225351333618,-0.13879120349884033,-0.21547231078147888,-1.5884108543395996,-0.33808448910713196,-1.0898209810256958,false
1729914713.256732,0.17912864685058594,0.015910208225250244,-0.2090703248977661,-2.383112668991089,-0.10242568701505661,-0.9797880053520203,false
1729914713.276794,0.1874934434890747,0.060696423053741455,-0.18459847569465637,-2.7862837314605713,0.07076426595449448,-0.9659664630889893,false
1729914713.296297,0.14846868813037872,0.17993885278701782,-0.21684876084327698,-2.680058479309082,0.20583248138427734,-0.9573934674263,false
1729914713.3161879,0.12920574843883514,0.18786680698394775,-0.2081969976425171,-2.4530558586120605,0.30793872475624084,-0.8242650032043457,false
1729914713.3361459,0.14350435137748718,0.08900034427642822,-0.09094111621379852,-1.6516536474227905,0.4972672462463379,-0.7137385010719299,false
1729914713.355962,0.20256099104881287,-0.08043497800827026,-0.07568606734275818,-0.48483118414878845,0.524250864982605,-0.7953580021858215,false
1729914713.375956,0.12961633503437042,-0.1166541576385498,-0.08133110404014587,0.9100472331047058,0.569152295589447,-0.929749608039856,false
1729914713.395753,0.0371553897857666,-0.16576611995697021,-0.16203254461288452,2.2997257709503174,0.6107178330421448,-1.1172031164169312,false
1729914713.415684,-0.03776182234287262,-0.08045506477355957,-0.20408084988594055,2.834562063217163,0.4525735676288605,-1.247511625289917,false
1729914713.4356031,-0.05481332540512085,-0.16509467363357544,-0.05204266309738159,3.02765154838562,0.14472877979278564,-1.3107280731201172,false
1729914713.4554648,-0.12317490577697754,-0.09572398662567139,-0.05084291100502014,2.7060248851776123,-0.1723952442407608,-1.280379056930542,false
1729914713.47549,-0.237425297498703,-0.10811460018157959,0.015930593013763428,2.1936724185943604,-0.4110482335090637,-1.2220776081085205,false
1729914713.495366,-0.3711908459663391,-0.045448482036590576,-0.13599446415901184,0.9989308714866638,-0.21898964047431946,-1.162116527557373,false
1729914713.515438,-0.19862055778503418,0.01841151714324951,0.04702112078666687,-0.5559255480766296,0.07606123387813568,-1.0695182085037231,false
1729914713.5353951,-0.10103055834770203,0.039166390895843506,0.2678161859512329,-1.3870089054107666,0.2702528238296509,-0.8718724846839905,false
1729914713.555198,-0.037055373191833496,0.064872145652771,0.1829073429107666,-1.127866506576538,0.42907607555389404,-0.6495096683502197,false
1729914713.575155,0.05369129776954651,-0.004768192768096924,0.09771031141281128,-0.4572119116783142,0.35040774941444397,-0.6431532502174377,false
1729914713.5948858,0.140426903963089,-0.015401721000671387,0.124026358127594,-0.8776603937149048,0.54169762134552,-0.49194008111953735,false
1729914713.6148849,-0.0010035037994384766,0.01903855800628662,0.21309438347816467,-1.9129546880722046,0.5665464401245117,-0.40656816959381104,false
1729914713.634815,-0.08093088865280151,0.08265125751495361,0.24428269267082214,-2.24756121635437,0.6606041193008423,-0.21986301243305206,false
1729914713.654611,0.009562194347381592,0.3908235430717468,-0.04355067014694214,-0.8784301280975342,0.4771534204483032,-0.03525108844041824,false
