time,x,y,z,gx,gy,gz,hit
1729920184.385347,-0.002543210983276367,-0.003514111042022705,0.00752103328704834,-0.0688769593834877,-0.00021806129370816052,0.007455965969711542,false
1729920184.40506,-0.0042552649974823,-0.004495739936828613,0.007687807083129883,-0.03139099106192589,0.015842199325561523,0.009739892557263374,false
1729920184.4253879,-0.0031073391437530518,0.006968557834625244,0.000731050968170166,0.002397066680714488,0.006986189167946577,0.00635900953784585,false
1729920184.4449282,-0.003397911787033081,0.012353658676147461,0.007022082805633545,0.001117189647629857,0.004441471770405769,-0.005662233103066683,false
1729920184.4652061,-0.005174070596694946,0.011842906475067139,0.01138460636138916,0.007951507344841957,-0.006036934908479452,-0.006098991259932518,false
1729920184.484818,-0.0035473406314849854,0.011741399765014648,0.010816752910614014,0.007409592159092426,-0.004531583283096552,-0.013624818995594978,false
1729920184.504616,-0.007173329591751099,0.004055500030517578,0.010626435279846191,0.015577317215502262,-0.005061485804617405,-0.008468672633171082,false
1729920184.5246391,-0.0025292634963989258,0.0011559724807739258,0.01390501856803894,0.0243605375289917,-0.012892377562820911,-0.00821647047996521,false
1729920184.544539,0.0015101730823516846,-0.00034362077713012695,0.013078957796096802,0.017810378223657608,-0.009725745767354965,-0.0024440691340714693,false
1729920184.564476,0.0020526647567749023,0.0012382268905639648,0.0076212286949157715,0.011881610378623009,-0.010223690420389175,0.004249786492437124,false
1729920184.58457,0.002561628818511963,-0.007191658020019531,0.002988457679748535,-0.00034024426713585854,0.004328953102231026,0.005583497229963541,false
1729920184.604523,0.0030792653560638428,-0.0071141719818115234,0.0020705461502075195,0.0003399648703634739,0.009429839439690113,0.004302783403545618,false
1729920184.624258,-0.002049386501312256,-0.00040775537490844727,0.004600018262863159,0.0002812235616147518,0.016096197068691254,-0.005222012288868427,false
1729920184.644212,-0.006667822599411011,0.004403889179229736,0.00535959005355835,0.007852247916162014,0.009156731888651848,-0.007228970527648926,false
1729920184.663949,-0.008758455514907837,0.01736050844192505,0.009626686573028564,0.0018591841217130423,0.002252220408990979,-0.01167325396090746,false
1729920184.683898,-0.004160970449447632,0.010165750980377197,0.015052825212478638,-0.010699979029595852,-0.0043089427053928375,-0.01814340427517891,false
1729920184.7036781,-0.0009359121322631836,0.005505084991455078,0.013059496879577637,0.0039227912202477455,-0.005171474535018206,-0.01741795800626278,false
1729920184.723638,0.0009599626064300537,0.005919277667999268,0.010937750339508057,0.01819581352174282,-0.004999034572392702,-0.011842098087072372,false
1729920184.743431,0.004257619380950928,0.005576372146606445,0.008877664804458618,0.02023465372622013,-0.01260056160390377,-0.009269218891859055,false
1729920184.763205,0.002413123846054077,-0.0004246234893798828,0.008206278085708618,0.013398928567767143,-0.009663362056016922,-0.0044385106302797794,false
