time,x,y,z,gx,gy,gz,hit,accel_magnitude,gyro_magnitude,x_roll_avg,y_roll_avg,z_roll_avg,accel_magnitude_roll_avg,gx_roll_avg,gy_roll_avg,gz_roll_avg,gyro_magnitude_roll_avg
25.248077869415283,-0.4541054384240096,0.2449017908166824,0.3717749940659644,0.2426044424959202,-0.1129642682171959,0.071049449199237,False,0.6359286772620244,0.2768860156167477,0.2587471936224837,0.2171516234859721,0.0620580162005791,0.6066401074708776,0.222280535303418,-0.2353336870073597,0.0504044299988354,0.4771456296517357
25.267846822738647,-0.2250506504415074,-0.1158878023731841,0.7184212591752468,-0.2792850751584673,0.0127194326860589,0.0369784931416711,False,0.7617131242390267,0.2820094787930976,0.0889955901411486,0.1591042232058759,0.1695201914889051,0.6244896851315515,0.2576020429777757,-0.2065262556934094,0.0548000541014127,0.43861440561406
25.287848949432373,-0.0065668550631125,0.1673407949946208,0.4529628793907395,-0.5195667454582166,0.1173833061251518,0.0157549891352677,False,0.4829300522444231,0.5328946079907046,-0.0520597027894603,0.1644311400815514,0.3460922686566151,0.5546058517901153,0.0943656024068527,-0.1304260297450394,0.0539725167424662,0.4657937208587892
25.30776071548462,0.1678996071380643,0.1140434800369308,0.5404206033204468,-0.3328697436008822,-0.0021510741104295,-0.0066479971303774,False,0.5772786345511897,0.332943071996687,-0.1172099483229693,0.1348117338770197,0.455212316035918,0.5582696965537789,-0.0800468804871547,-0.0564185305097726,0.0426832766758675,0.400969561265135
25.32762575149536,0.4727317505275315,0.188296469419754,0.3817700737448807,-0.1259832057062304,-0.0573870553993767,-0.0235015597194117,False,0.6361440540946213,0.1404185370835154,-0.0090183172526067,0.1197389465789608,0.4930699619394555,0.618798908478257,-0.203020065485575,-0.0084799317831584,0.0187266749252773,0.3130303422961504
25.3477087020874,0.3797607806598388,0.2770960777090504,-0.2211162306430436,0.1117985718294856,-0.1865207666451497,-0.0248356083565524,False,0.519512150255312,0.2188737638353375,0.1577549265641629,0.1261778039574344,0.374491716997654,0.5955156030769146,-0.229181239618862,-0.0231912314687492,-0.0004503365858805,0.3014278919398684
25.36746382713318,0.5998228042320567,0.289616170148243,-0.3175406315865354,0.3295299904763244,-0.2807802177610411,-0.0076578465996156,False,0.7379003829762659,0.4329967527866778,0.3227296174988757,0.2072785984617198,0.1672993388452976,0.5907530548243625,-0.1074182264919036,-0.0818911615581692,-0.0093776045341379,0.3316253467385845
25.38756275177002,0.4776008477301872,0.0566947678035615,-0.4903216001983845,0.3806986036536417,-0.2970924927728694,-0.0495904205954855,False,0.6868275897705316,0.4854426700452559,0.4195631580575357,0.1851493930235079,-0.0213575570725272,0.631532562329584,0.072634843330468,-0.1647863213377735,-0.0224466864802885,0.3221349591494947
25.40753483772278,0.3079709996815463,-0.4034807165447113,-0.3129485495954143,0.0814568580623057,-0.3548349731686939,-0.0645344608062126,False,0.5963049722769032,0.3697401446158625,0.4475774365662321,0.0816445537071795,-0.1920313876556994,0.6353378298747268,0.1555001636631056,-0.2353231011494263,-0.0340239792154556,0.3294943736733298
25.42750382423401,0.1568396886243708,-0.4383869726800601,0.0778258214136693,-0.1552562414944407,-0.2255723884320502,-0.057720747484299,False,0.4720579246470603,0.279855476337459,0.3843990241856,-0.0436921347127833,-0.2528202381219417,0.6025206039852147,0.1496455565054635,-0.2689601677559611,-0.040867816768433,0.3573817615241186
